filename,folder,full path,detection class,detection class name,detection box,detection score
1.nav-outlander-20my.png,cars,C:\projects\Object-Detection-Experiments\images\cars\1.nav-outlander-20my.png,1,car,[0.06209976 0.04740305 0.853039   0.93206036],0.92167395
1.nav-outlander-20my.png,cars,C:\projects\Object-Detection-Experiments\images\cars\1.nav-outlander-20my.png,1,car,[0.48292777 0.3119185  0.82920647 0.45893016],0.6399789
10.CAC80NIC141A021001.png,cars,C:\projects\Object-Detection-Experiments\images\cars\10.CAC80NIC141A021001.png,1,car,[0.1441085  0.02939004 0.8361079  0.95916015],0.93849134
10.CAC80NIC141A021001.png,cars,C:\projects\Object-Detection-Experiments\images\cars\10.CAC80NIC141A021001.png,1,car,[0.48384625 0.50764    0.8194142  0.6666434 ],0.6648556
10.CAC80NIC141A021001.png,cars,C:\projects\Object-Detection-Experiments\images\cars\10.CAC80NIC141A021001.png,1,car,[0.34256637 0.8834357  0.6997029  0.9739204 ],0.4727509
100.volkswagengolfcutout2019-bestbuys.jpg,cars,C:\projects\Object-Detection-Experiments\images\cars\100.volkswagengolfcutout2019-bestbuys.jpg,1,car,[0.17230257 0.         0.81053996 0.9705907 ],0.9162051
100.volkswagengolfcutout2019-bestbuys.jpg,cars,C:\projects\Object-Detection-Experiments\images\cars\100.volkswagengolfcutout2019-bestbuys.jpg,1,car,[0.4955298 0.3666389 0.7999745 0.5113969],0.71938556
101.bronco-front-v2-1-1565376912.jpg,cars,C:\projects\Object-Detection-Experiments\images\cars\101.bronco-front-v2-1-1565376912.jpg,1,car,[0.20019592 0.11095813 0.78628236 0.7846705 ],0.7946493
101.bronco-front-v2-1-1565376912.jpg,cars,C:\projects\Object-Detection-Experiments\images\cars\101.bronco-front-v2-1-1565376912.jpg,1,car,[0.5229948  0.33716223 0.780879   0.47198936],0.4446655
102.9abe32f69108dd43e56464f4e74727ff.png,cars,C:\projects\Object-Detection-Experiments\images\cars\102.9abe32f69108dd43e56464f4e74727ff.png,1,car,[0.27002013 0.08738223 0.86409146 0.9185666 ],0.9332827
102.9abe32f69108dd43e56464f4e74727ff.png,cars,C:\projects\Object-Detection-Experiments\images\cars\102.9abe32f69108dd43e56464f4e74727ff.png,1,car,[0.5840437  0.4078426  0.8558881  0.51968545],0.68154705
105.module-3-img-94a26afce7219b59ddd584c74fba7d35.png,cars,C:\projects\Object-Detection-Experiments\images\cars\105.module-3-img-94a26afce7219b59ddd584c74fba7d35.png,1,car,[0.27586845 0.06982535 0.8644987  0.72751004],0.91769093
105.module-3-img-94a26afce7219b59ddd584c74fba7d35.png,cars,C:\projects\Object-Detection-Experiments\images\cars\105.module-3-img-94a26afce7219b59ddd584c74fba7d35.png,1,car,[0.5743815  0.33488542 0.83753794 0.43869817],0.5194578
105.module-3-img-94a26afce7219b59ddd584c74fba7d35.png,cars,C:\projects\Object-Detection-Experiments\images\cars\105.module-3-img-94a26afce7219b59ddd584c74fba7d35.png,1,car,[0.54868746 0.6155204  0.7937695  0.69105476],0.44713077
106.WEBUYCARS.jpg,cars,C:\projects\Object-Detection-Experiments\images\cars\106.WEBUYCARS.jpg,1,car,[0.22862153 0.         0.9516562  0.79799515],0.8940356
